Time	[Ca_ex]	[Ca_s]	[Ca_c]	[Ca_B]	[s5]	[IP3]	[s7]	[s8]	[s9]	[s10]	[s11]	[TimeT]	[s13]	[Shear Stress]	Compartments[default].Volume	Compartments[Cell].Volume	Compartments[ER].Volume	Values[R_T]	Values[k1]	Values[k2]	Values[k3]	Values[k4]	Values[k5]	Values[k6]	Values[k7]	Values[K1]	Values[K2]	Values[K3]	Values[K4]	Values[K5]	Values[K_hi]	Values[k_CICR]	Values[K_CICR]	Values[k_CCE]	Values[B_T]	Values[dot_Vp]	Values[dot_Vex]	Values[dot_Vhi]	Values[dot_q_inpass]	Values[Cao]	Values[tau_I]	Values[tau_II]	Values[half]	Values[fracK]
866.896	1.5e+06	196730	140.854	5381.53	0	26.3999	-21143.4	21117	1.3834e+06	3.84902e+06	-2.60069e+06	866.896	-866.896	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
887.831	1.5e+06	187689	138.619	5299.89	0	26.4	-21696.1	21669.7	1.39715e+06	3.90721e+06	-2.66349e+06	887.831	-887.831	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
908.767	1.5e+06	179411	136.589	5225.66	0	26.4	-22248.8	22222.4	1.41074e+06	3.96478e+06	-2.7263e+06	908.767	-908.767	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
929.702	1.5e+06	171834	134.745	5158.16	0	26.4	-22801.5	22775.1	1.42419e+06	4.02177e+06	-2.78911e+06	929.702	-929.702	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
950.637	1.5e+06	164898	133.07	5096.73	0	26.4	-23354.2	23327.8	1.43752e+06	4.07825e+06	-2.85191e+06	950.637	-950.637	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
971.572	1.5e+06	158548	131.546	5040.81	0	26.4	-23906.8	23880.4	1.45074e+06	4.13425e+06	-2.91472e+06	971.572	-971.572	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
975.313	1.5e+06	157471	131.288	5031.36	0	26.4	-24005.6	23979.2	1.45309e+06	4.1442e+06	-2.92594e+06	975.313	-975.313	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
979.054	1.5e+06	156411	131.035	5022.06	0	26.4	-24104.4	24078	1.45544e+06	4.15415e+06	-2.93716e+06	979.054	-979.054	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
982.795	1.5e+06	155368	130.786	5012.92	0	26.4	-24203.1	24176.7	1.45778e+06	4.16408e+06	-2.94838e+06	982.795	-982.795	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
986.535	1.5e+06	154341	130.541	5003.93	0	26.4	-24301.9	24275.5	1.46012e+06	4.174e+06	-2.95961e+06	986.535	-986.535	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
990.276	1.5e+06	153330	130.301	4995.09	0	26.4	-24400.6	24374.2	1.46246e+06	4.1839e+06	-2.97083e+06	990.276	-990.276	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
997.757	1.5e+06	151356	129.831	4977.84	0	26.4	-24598.1	24571.7	1.46712e+06	4.20368e+06	-2.99327e+06	997.757	-997.757	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
1000	1.5e+06	150776	129.694	4972.78	0	26.4	-24657.3	24630.9	1.46852e+06	4.20959e+06	-3e+06	1000	-1000	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
